"SCN","Description","Start Lat","Start Long","End Lat","End Long"
"N23371C","Davyhulme Rd East Southbound at Junction with Chester Rd","53.4509908024672","-2.3035606812591","53.4507708476047","-2.30220083591768"
"N23371D","Davyhulme Rd East Northbound at Junction with Chester Rd","53.4510207992239","-2.30354068485535","53.4508108437528","-2.30214084471788"
"N23371P","A56 Chester Rd Westbound at Junction with Davyhulme Rd East","53.451440784574","-2.30109099593924","53.4508408477381","-2.3016109095922"
"N23372B","A56 Chester Rd Southbound at Junction with Davyhulme Rd East","53.45202072447","-2.30052108750089","53.450670866589","-2.30169089321791"
"N23411N","A56 Chester Rd Northbound at Ped Crossing (Sydney St)","53.4462013172449","-2.30697008109572","53.4476211746859","-2.30525034419554"
"N23412M","A56 Chester Rd Southbound at Ped Crossing (Sydney St)","53.4503608982128","-2.30203084003575","53.4477411659637","-2.30487039462205"
"N23421P","A56 Chester Rd Westbound at Junction with Kingsway/Edge Ln","53.446691271969","-2.30610020509884","53.4462513159009","-2.30665012152883"
"N23421R","A56 Chester Rd Southbound at Junction with Kingsway/Edge Ln","53.4475611845732","-2.30505036583904","53.4462513176011","-2.3065301359459"
"N23421S","A5145 Edge Ln Westbound at Junction with Chester Rd/Kingsway","53.4456813982093","-2.30557022862215","53.4458413662237","-2.30650012325184"
"N23421T","A56 Chester Rd Eastbound at Junction with Kingsway/Edge Ln","53.4454813915426","-2.30769996477305","53.4457513646195","-2.30736001635294"
"N23421V","A56 Chester Rd Northbound at Junction with Kingsway/Edge Ln","53.4442215174211","-2.30926972607758","53.445801357325","-2.30746000632625"
"N23421W","A5145 Kingsway Eastbound at Junction with Chester Rd/Edge Ln","53.4464812482049","-2.30951978585955","53.4461813157708","-2.30724004786227"
"N23422E","A5145 Edge Ln Eastbound at Ped Crossing (Stretford Metrolink Station)","53.4459913494406","-2.30644013642308","53.4458513785084","-2.30555023778314"
"N23423F","A5145 Edge Ln Westbound at Ped Crossing (Stretford Metrolink Station)","53.4453214811981","-2.30270055910805","53.4456414074456","-2.30525026547678"
"N23431A","Kings Rd Southbound at Junction with Edge Ln/Lime Rd","53.4470013031231","-2.30133079050468","53.4454714695173","-2.30228061553019"
"N23431B","A5145 Edge Ln Westbound at Junction with Kings Rd/Lime Rd","53.4448615790686","-2.29961091203704","53.4452514956626","-2.30226060918521"
"N23431C","Lime Rd Northbound at Junction with Edge Ln/Kings Rd","53.4448215307636","-2.30335046113915","53.4452014957298","-2.30267055794086"
"N23431D","A5145 Edge Ln Eastbound at Junction with Kings Rd/Lime Rd","53.445811387603","-2.3052402734365","53.44541147076","-2.30269056388794"
"N23442E","A56 Chester Rd Southbound at Ped Crossing (Stretford Arndale)","53.4457413686285","-2.30716003998369","53.444101534644","-2.30904974773905"
"N23451L","A5145 Kingsway Eastbound at Ped Crossing (Bennett St)","53.4458912773382","-2.31235942120337","53.4464212508671","-2.30982974623015"
"N23452M","A5145 Kingsway Westbound at Ped Crossing (Bennett St)","53.446101320075","-2.30760000143105","53.4463112671979","-2.30958977069295"
"N23461H","A5181 Barton Rd Southbound at Ped Crossing (Chapel Ln)","53.4454813059934","-2.31373923911441","53.4435515442041","-2.31293925855011"
"N23491E","A5145 Edge Ln Eastbound at Ped Crossing (Norwood Rd)","53.4453314872504","-2.30219062077581","53.4449415700896","-2.2995809188226"
"N23511W","A56 Chester Rd SEbound at Junction with Bridgewater Way/Chester Rd","53.4636996247268","-2.28125386827347","53.4638196177177","-2.28075393314698"
"N23511X","A56 Bridgewater Way SWbound at Junction with Chester Rd/Chester Rd","53.4643395913716","-2.27830424831923","53.4638296216532","-2.28039397681011"
"N23511Y","A5067 Chester Rd SWbound at Junction with Chester Rd/Bridgewater Way","53.4629397568108","-2.27824419970634","53.4636596386574","-2.28060394479503"
"N23521K","A56 Chester Rd Northbound at Entry to White City Circle","53.4623597249146","-2.28529332934367","53.4630096663822","-2.28403350667256"
"N23521L","A56 Chester Rd Eastbound at Entry to White City Circle","53.4623197303268","-2.28524333375849","53.4629396763149","-2.28391351830403"
"N23521P","A5063 White City Way Northbound at Junction with Chester Road","53.4629196954157","-2.28273365931678","53.4629096869388","-2.28341357719735"
"N23521R","A5063 White City Way Northbound at Junction with Chester Road","53.462879700686","-2.2826936625295","53.4628696906477","-2.2834835671906"
"N23521S","A5063 White City Way Northbound at Junction with Chester Road","53.4628097091993","-2.28267366214288","53.4627796995251","-2.28360354918215"
"N23521T","A56 Chester Rd Westbound at Entry to White City Circle","53.4636396366075","-2.28091390674232","53.463399650626","-2.28191377699619"
"N23522U","A5063 Trafford Rd Westbound at Junction with Chester Rd","","","",""
"N23523V","A5063 Trafford Rd Southbound at Junction with Chester Rd","","","",""
"N23531A","A5063 White City Way Westbound at Junction with Chester Road","53.4631596733046","-2.28230372055974","53.4629396934903","-2.2827036637193"
"N23531B","A5063 White City Way Westbound at Junction with Chester Road","53.4631396763657","-2.28225372577141","53.4629196962674","-2.28267366652743"
"N23531C","A5063 White City Way Westbound at Junction with Chester Roadd","53.4631096807443","-2.28219373178624","53.4628797015377","-2.28263366974014"
"N23531D","A5063 White City Way Northbound at Junction with Chester Road","53.4611699193194","-2.28145374338668","53.4627697167408","-2.28247368458391"
"N23541C","A5081 Wharfside Way Eastbound at Junction with Trafford Road","53.4640294953758","-2.28763311467075","53.4638795591344","-2.28438349928488"
"N23541D","A5063 Trafford Road Northbound at Junction with Wharfside Way","53.4633296298975","-2.28395352904098","53.4638095697768","-2.28421351692563"
"N23542A","A5081 White City Way Eastbound at Junction with Chester Rd/Trafford Rd","53.4639495575761","-2.28391355856005","53.4639895645131","-2.28309365870281"
"N23542N","A5063 Trafford Rd Southbound at Junction with White City Way","53.4643695172838","-2.28327365221744","53.4641095523927","-2.28295368031151"
"N23542P","A5063 Trafford Rd Southbound at Junction with White City Way","53.4643195218845","-2.28336363940801","53.4640595571353","-2.28303366870395"
"N23542Q","A5081 White City Way Eastbound at Junction with Chester Rd/Trafford Rd","53.4638895647718","-2.28390355737035","53.4639295714249","-2.28310365510935"
"N23551F","A5063 Trafford Road Westbound at Junction with Trafford Park Road","53.4640395428791","-2.28420352729473","53.4644194970694","-2.28428353282634"
"N23551G","A5063 Trafford Road Northtbound at Junction with Trafford Road","53.4640295447644","-2.28415353290522","53.4644594940701","-2.28416354884261"
"N23551H","A5063 Trafford Road Eastbound at Junction with Pomona Strand","53.4640195472175","-2.28406354332296","53.4644594952056","-2.28408355845722"
"N23551J","Trafford Park Road Eastbound at Junction with Trafford Road","53.4647194390912","-2.28588335248986","53.4645994729272","-2.28449351476248"
"N23551K","A5063 Trafford Rd SWbound at Junction with Pomona Strand","53.465189411229","-2.2839536031792","53.4647794580109","-2.28405357481785"
"N23551L","A5063 Trafford Rd Southbound at Junction with Pomona Strand","53.4665592542817","-2.28366369264628","53.4647294677216","-2.28378360527433"
"N23551M","Pomona Strand Westbound at Junction with Trafford Rd","53.4643195373573","-2.28227377040593","53.4645095019605","-2.28319366741266"
"N24111A","Glebelands Rd Eastbound at Junction with Cross St/Dane Rd","53.4313628603669","-2.32118778357508","53.4312229052686","-2.31917801943445"
"N24111B","A56 Cross St Westbound at Junction with Glebelands Rd/Dane Rd","53.4314328896416","-2.31853810463558","53.4311529184504","-2.31882805869376"
"N24111C","A56 Cross St SWbound at Junction with Glebelands Rd/Dane Rd","53.4326627635999","-2.31722831079109","53.4311929145977","-2.31876806748737"
"N24111D","B5397 Dane Rd Westbound at Junction with Cross St/Glebelands Rd","53.4310829575348","-2.3166483177445","53.4310429322298","-2.31876806153509"
"N24111F","A56 Cross St NEbound at Junction with Glebelands Rd/Dane Rd","53.4291631185459","-2.3212176926914","53.4310729226176","-2.31919801108022"
"N24121G","A56 Cross St SWbound at Ped Crossing (Mersey Rd)","53.4309829361689","-2.31898803273107","53.4290931267741","-2.32121768991448"
"N24121H","A56 Cross St NEbound at Ped Crossing (Mersey Rd)","53.4273533003175","-2.32340735788056","53.429053129495","-2.32135767151356"
"N24131J","Atkinson Rd SEbound at Junction with Cross St/Ashfield Rd","53.4278232256894","-2.32477721198566","53.4273233015802","-2.32356733747524"
"N24131K","A56 Cross St SWbound at Junction with Atkinson Rd/Ashfield Rd","53.4290131346213","-2.3213276735298","53.4272733101456","-2.32337735831069"
"N24131L","Ashfield Rd NWbound at Junction with Cross St/Atkinson Rd","53.4267033915775","-2.32235745820187","53.4271233276359","-2.32338735116079"
"N24131N","A56 Cross St NEbound at Junction with Atkinson Rd/Ashfield Rd","53.4257634625988","-2.32514708586255","53.4271933168611","-2.32356733231955"
"N24141S","A56 Washway Rd SWbound at Junction with Sibson Rd","53.4255534851613","-2.32529705952192","53.4244236012954","-2.32647687301243"
"N24141T","B5166 Sibson Rd NWbound at Junction with Washway Rd","53.4241336418895","-2.32601691675681","53.4243236131912","-2.32646687024892"
"N24141V","A56 Washway Rd NEbound at Junction with Sibson Rd","53.4214738999645","-2.32987634779068","53.4243336086212","-2.32670684182373"
"N24151X","A56 Washway Rd NEbound at Ped Crossing (Barker's Lane)","53.4198740632884","-2.33162607425026","53.4212239251081","-2.33017630185894"
"N24152W","A56 Washway Rd SWbound at Ped Crossing (Barker's Lane)","53.4242336199513","-2.32673683425671","53.4212739216348","-2.3300063242544"
"N24161A","B5166 School Rd SWbound at Junction with Washway Rd/Cross St","53.4259334216815","-2.32662691486372","53.4256834674757","-2.32546704426061"
"N24161P","B5166 School Rd NEbound at Junction with Washway Rd/Cross St","53.4258434393328","-2.32612697134261","53.4256834684659","-2.32539705266714"
"N24161Q","A56 Cross St SWbound at Junction with School Rd/Washway Rd","53.4271033274402","-2.32356732875025","53.4257134690418","-2.32510708868372"
"N24161R","A56 Washway Rd NEbound at Junction with School Rd/Cross St","53.4245635851221","-2.32645688096446","53.4255734821031","-2.32534705431028"
"N24211B","A6144 Marsland Rd NWbound at the Junction of Washway Rd/Harboro Rd","53.4190041825159","-2.33042618387537","53.4195241024486","-2.33176604357272"
"N24211D","A56 Washway Rd NEbound at Junction with Marsland Rd/Harboro Way","53.4189341590744","-2.33266591212883","53.4195340968905","-2.33207600674435"
"N24211Y","A6144 Harboro Way SEbound at Junction with Washway Rd/Marsland Rd","53.4203839805807","-2.33323590112442","53.4197140772882","-2.33196602708419"
"N24211Z","A56 Washway Rd SWbound at Junction with Marsland Rd/Harboro Way","53.421133935687","-2.33017629829259","53.4197440781447","-2.33165606549743"
"N24231E","A56 Washway Rd SWbound approach Ped Crossing (The Avenue)","53.4155844994057","-2.33644532557405","53.4142546352421","-2.33789509881767"
"N24231F","A56 Washway Rd NEbound at Ped Crossing (The Avenue)","53.4116348981211","-2.3410846121122","53.4141546441698","-2.3380950708455"
"N24241H","Woodhouse Ln SEbound at Junction with Washway Rd/Eastway","53.4122047956681","-2.34359433330926","53.4115449048852","-2.34135457613415"
"N24241J","A56 Washway Rd SWbound at Junction with Eastway/Woodhouse Ln","53.4141346472271","-2.33804507605711","53.411514912932","-2.34103461336655"
"N24241K","Eastway NWbound at Junction with Washway Rd/Woddhouse Ln","53.4111649628292","-2.34041467395343","53.4113849282119","-2.34103460822214"
"N24241L","A56 Washway Rd NEbound at Junction with Eastway/Woodhouse Ln","53.4085952044422","-2.34469405842834","53.4114249189897","-2.34135457138556"
"N24251M","Manchester Rd-Washway Rd northeast bound approach at PUFFIN of Washway Rd N of The Drive, Trafford.","53.41132493258","-2.34122458303631","53.4083352321771","-2.34489402413326"
"N24251Q","Manchester Rd-Washway Rd northeast bound approach at PUFFIN of Washway Rd S of The Drive, Trafford.","53.4062854381045","-2.34737364533133","53.4082452400721","-2.34508399776319"
"N24261L","Manchester Rd northeast bound approach at junction of Manchester Rd/Park Rd/Woodcote Rd, Trafford.","53.4049355757393","-2.34886341308296","53.4060654614206","-2.3475536150233"
"N24261M","Woodcote Rd approach at junction of Manchester Rd/Park Rd/Woodcote Rd, Trafford.","53.4062954205507","-2.34853350646908","53.4061654496671","-2.34755361897743"
"N24261N","Manchester Rd southwest bound approach at junction of Manchester Rd/Park Rd/Woodcote Rd, Trafford.","53.4082252432701","-2.34502400417535","53.406185449858","-2.34737364137711"
"N24261P","Park Rd approach at junction of Manchester Rd/Park Rd/Woodcote Rd, Trafford.","53.4053655842224","-2.34468393187747","53.406075463634","-2.34731364423043"
"N24271F","Manchester Rd northeast bound approach at junction of Manchester Rd / South Trafford College Access","53.4010559810931","-2.35245282877532","53.4044956192661","-2.34944332606162"
"N24271G","South Trafford College Access approach at junction of Manchester Rd / South Trafford College Access","53.4050455349996","-2.35083318093897","53.4047455917178","-2.34931335155073"
"N24271J","Manchester Rd southwest bound approach at junction of Manchester Rd / South Trafford College Access","53.4060554637256","-2.34747362423179","53.4046556059665","-2.34905337920463"
"N24311A","Manchester Rd southbound approach at junction of Manchester Rd/Sinderland Rd/Salisbury Rd, Trafford","53.4016859126931","-2.35205290168613","53.4009759909191","-2.35242282921519"
"N24311B","Salisburyr Rd approach at junction of Manchester Rd/Sinderland Rd/Salisbury Rd, Trafford.","53.4008060248728","-2.35143294133339","53.4008860029084","-2.35232283766247"
"N24311C","Manchester Rd northbound approach at junction of Manchester Rd/Sinderland Rd/Salisbury Rd, Trafford","53.3997161366102","-2.35259275902189","53.4008260069964","-2.35253281008388"
"N24311D","Sunderland Rd approach at junction of Manchester Rd/Sinderland Rd/Salisbury Rd, Trafford.","53.4012859333142","-2.35392266140789","53.4009359932211","-2.35259280722831"
"N24321R","Manchester Rd Westbound approach at junction of Manchester Rd/Viaduct Rd/George Richards Way Rd,Tra","53.3999261141867","-2.3524327865249","53.3994861657595","-2.35244276793909"
"N24321S","Manchester Rd southbound approach at junction of Manchester Rd/Viaduct Rd/George Richards Way Rd,Tr","53.4008160090186","-2.35247281689092","53.3994961668424","-2.35228278753943"
"N24321T","Viaduct Rd approad at junction of Manchester Rd/Viaduct Rd/George Richards Way Rd,Trafford","53.3993162069114","-2.35094294126981","53.3993261887987","-2.35214279762685"
"N24321V","Manchester Rd northbound approach at junction of Manchester Rd/Viaduct Rd/George Richards Way Rd,Tr","53.3977863682437","-2.3522527235775","53.399286188419","-2.35250275283482"
"N24321W","George Richards Way approad at junction of Manchester Rd/Viaduct Rd/George Richards Way Rd,Trafford","53.3994761361696","-2.35462250587161","53.3994261691419","-2.35270273435991"
"N24331A","Manchester Rd southbound approach at junction of Manchester Rd/Navigation Rd, Trafford.","53.3992661940158","-2.35227277965196","53.397766371441","-2.35219272998899"
"N24331B","Navigation Rd approach at junction of Manchester Rd/Navigation Rd, Trafford.","53.3974164343126","-2.35065290100161","53.3976363891193","-2.35202274525752"
"N24331C","Manchester Rd northbound approach at junction of Manchester Rd/Navigation Rd, Trafford.","53.3965965085276","-2.35222268016481","53.3975363981907","-2.35221271850153"
"N24341E","Manchester Rd southbound approach at junction of Manchester Rd/Barrington Rd, Trafford.","53.396406531705","-2.35216267986018","53.3952466670507","-2.35223262563396"
"N24341F","Barrington Rd approach at junction of Manchester Rd/Barrington Rd, Trafford.","53.3949567183526","-2.351012760602","53.395146680356","-2.35212263488594"
"N24341G","Manchester Rd northbound approach at junction of Manchester Rd/Barrington Rd, Trafford.","53.3942067873043","-2.35237256775009","53.3950666875002","-2.35228261252253"
"N24342X","Manchester Rd southbound approach at PELICAN of Manchester Rd N of Gladstone Rd, Trafford.","53.3975463987091","-2.35209273329985","53.3965665130414","-2.35215268738133"
"N24342Y","Manchester Rd northbound approach at PELICAN of Manchester Rd N of Gladstone Rd, Trafford.","53.3952666641356","-2.35227262162319","53.3964365270501","-2.35224267144344"
"N24351Q","Woodlands Rd westbound approach at junction of Woodlands Rd/Barrington Rd, Trafford.","53.3911172988378","-2.34186370697291","53.3910172322239","-2.34741303699447"
"N24351R","Barrington Rd northbound approach at junction of Woodlands Rd/Barrington Rd, Trafford.","53.3899073700171","-2.3468930555454","53.3909172408706","-2.34763300664255"
"N24351S","Woodlands Rd eastbound approach at junction of Woodlands Rd/Barrington Rd, Trafford.","53.390497257059","-2.34998270803789","53.3910572208879","-2.34788298217174"
"N24351T","Barrington Rd southbound approach at junction of Woodlands Rd/Barrington Rd, Trafford.","53.3923470601042","-2.34853295512853","53.3911772096082","-2.34768301091371"
"N24361J","George Richards Way westbound approach at junction of Davenport Rd/George Richards Way/Broadheath R","53.399346178121","-2.35273272759806","53.3994261375306","-2.35494246548555"
"N24361K","Davenport Rd approach at junction of Davenport Rd/George Richards Way/Broadheath Retail Park Link A","53.3987462058815","-2.35576234019663","53.3993761408672","-2.35512244190426"
"N24361L","George Richards Way eastbound approach at junction of Davenport Rd/George Richards Way/Broadheath R","53.3993961101558","-2.35713220142545","53.3995061238948","-2.35524243263571"
"N24361M","Broadheath Retail Park Link Access approach at junction of Davenport Rd/George Richards Way/Broadhe","53.3997760921611","-2.35524244330188","53.3995661188184","-2.35510245181076"
"N24371K","Stockport Road northbound approach at jucntion of Woodlands Road/Stockport Road/Woodlands Parkway, T","53.3909573049314","-2.34276359264634","53.3910573082901","-2.34169372500216"
"N24371L","Woodlands Rd approach at junction of Woodlands Road/Stockport Road/Woodlands Parkway, Trafford","","","",""
"N24371M","Woodlands Rd Southbound at junction of Woodlands Road/Stockport Road/Woodlands Parkway, Trafford","53.3911272188726","-2.34744303773998","53.3912772818699","-2.34173372889703"
"N24371N","Woodlands Parkway approach at jucntion of Woodlands Road/Stockport Road/Woodlands Parkway, Trafford","53.3921071946349","-2.34100384930644","53.3913772829699","-2.34082384205303"
"N24371P","Stockport Road westbound approach at jucntion of Woodlands Road/Stockport Road/Woodlands Parkway, Tr","53.39147729975","-2.33880408841288","53.391147312119","-2.34067385096262"
"N24381A","Woodlands Rd right turn approach at junction of Woodlands Rd/Church St, Trafford.","53.3905772547144","-2.34948277120074","53.3903772660808","-2.35034266009611"
"N24381B","Woodlands Rd approach at junction of Woodlands Rd/Church St, Trafford.","53.3909472356508","-2.34775299342699","53.3903172759551","-2.35014268172744"
"N24381C","Church St northbound approach at junction of Woodlands Rd/Church St, Trafford.","53.3894173805981","-2.35022263658092","53.3902472799476","-2.35044264296104"
"N24381D","Church St southbound approach at junction of Woodlands Rd/Church St, Trafford.","53.3912671527326","-2.35096262084368","53.3904872527296","-2.35037266084056"
"N24411A","Oakfield Rd approach at junction of Manor Road/Moss Ln/Oakfield Rd, Trafford","53.3876176663934","-2.34496319667648","53.3863478064688","-2.345613068512"
"N24411B","Moss Ln westbound approach at junction of Manor Road/Moss Ln/Oakfield Rd, Trafford","53.3860378661969","-2.34396325425161","53.3862078239101","-2.34554307138136"
"N24411C","Manor Rd approach at junction of Manor Road/Moss Ln/Oakfield Rd, Trafford","53.3855878905612","-2.34598299409606","53.38613782776","-2.345853031419"
"N24421D","Manor Rd southbound approach at junction of Manor Rd/Hamon Rd/Tesco Access, Trafford","53.3860778367878","-2.34571304584783","53.3855079016571","-2.34586300533503"
"N24421E","Manor Rd northbound approach at junction of Manor Rd/Hamon Rd/Tesco Access, Trafford","53.3843780290906","-2.34624291510912","53.3852979236541","-2.3460529742426"
"N24421F","Tesco Access Exit at junction of Manor Rd/Hamon Rd/Tesco Access, Trafford","53.3846479942543","-2.34646289937534","53.3854279061175","-2.34621296017885"
"N24431G","Manor Rd approach at junction of Manor Rd/Lloyd St/Stamford Park Rd, Trafford","53.3852579297667","-2.34595298466164","53.3843880293271","-2.34614292750273"
"N24431H","Stamford Park Rd approach at junction of Manor Rd/Lloyd St/Stamford Park Road, Trafford","53.3836581266931","-2.34532299705971","53.3838280949971","-2.34615290418641"
"N24431J","Lloyd St approach at junction of Manor Rd/Lloyd St/Stamford Park Road, Trafford","53.384397984534","-2.34923255713627","53.3842680366533","-2.34662286516992"
"N24441L","Lloyd St westbound approach at junction of Lloyd St/Armitage Rd/Denmark St, Trafford","53.3841480489205","-2.34675284483259","53.3843279936073","-2.34917256157157"
"N24441M","Armitage Rd approach at junction of Lloyd St/Armitage Rd/Denmark St, Trafford","53.3830581366478","-2.3496124586335","53.3842180028649","-2.34943252603133"
"N24441N","Lloyd St eastbound approach at junction of Lloyd St/Armitage Rd/Denmark St, Trafford","53.384437943845","-2.35178225274363","53.3843679818494","-2.34967250315684"
"N24451O","Lloyd St approach at junction of Ashley Rd/Railway St/The Downs/Lloyd St, Trafford","53.3842979904993","-2.3496425039926","53.3843879484511","-2.35187223997065"
"N24451Q","Ashley Rdt approach at junction of Ashley Rd/Railway St/The Downs/Lloyd St, Trafford","53.3833780592448","-2.35243213290629","53.384347948354","-2.35221219759507"
"N24451R","The Downs approach at junction of Ashley Rd/Railway St/The Downs/Lloyd St, Trafford","53.3838979810606","-2.35364200824674","53.3844679318526","-2.35238218193403"
"N24451S","Railway St approach at junction of Ashley Rd/Railway St/The Downs/Lloyd St, Trafford","53.3853378452729","-2.3512723494712","53.3845879236768","-2.3519622370672"
"N24461T","A538 Railway St Northbound at Junction with Regent Rd/Stamford New Rd","53.3846479149321","-2.35208222503706","53.385357841229","-2.3513923358618"
"N24461U","Regent Rd Eastbound at Junction with Railway St/Stamford New Rd","53.3859777546769","-2.35236224394666","53.3855178224255","-2.35139234217891"
"N24461V","A538 Stamford New Rd Northbound at Junction with Regent Rd/Railway St","53.3859977830917","-2.35018250632286","53.3854778309367","-2.35112237299756"
"N25121M","A5081 Wharfside Way Eastbound at Junction with John Gilbert Way/Trafford Park Rd","","","",""
"N25121N","A5081 Trafford Park Rd Westbound at Junction with John Gilbert Way/Wharfside Way","","","",""
"N25121P","John Gilbert Way Northbound at Junction with Trafford Park Rd/Wharfside Way","","","",""
"N25131S","A5081 Trafford Park Rd Southbound at Junction with Water's Reach/Sir Matt Busby Way/Wharfside Way","","","",""
"N25131T","A5081 Trafford Park Rd Eastbound at Junction with Water's Reach/Sir Matt Busby Way/Wharfside Way","","","",""
"N25131U","Water's Reach Southbound at Junction with Wharfside Way/Sir Matt Busby Way/Trafford Park Rd","","","",""
"N25131V","A5081Wharfside Way Northbound at Junction with Sir Matt Busby Way/Water's Reach/Trafford Park Rd","","","",""
"N25131W","A5081Wharfside Way Westbound at Junction with Sir Matt Busby Way/Water's Reach/Trafford Park Rd","","","",""
"N25131X","B5188 Sir Matt Busby Way Northbound at Junction Wharfside Way/Water's Reach/Trafford Park Rd","","","",""
"N25132Q","A5081 Trafford Park Rd Eastbound at Ped Crossing (MUFC)","","","",""
"N25132R","A5081 Trafford Park Rd Westbound at Ped Crossing (MUFC)","","","",""
"N25141M","A5081 Village Circle Northbound at Junction with Village Way","","","",""
"N25141N","A5081 Village Circle Northbound at Junction with Village Way","","","",""
"N25141P","A5081 Village Circle Northbound at Junction with Village Way","","","",""
"N25141Q","A5081 Village Way Eastbound at Entry to Village Circle","","","",""
"N25143R","A5081 Village Circle Northbound at Junction with Trafford Park Rd","","","",""
"N25143S","A5081 Village Circle Northbound at Junction with Trafford Park Rd","","","",""
"N25143T","A5081 Village Circle Northbound at Junction with Trafford Park Rd","","","",""
"N25143U","Trafford Park Rd Eastbound at Entry to Village Circle","","","",""
"N25151C","A5081 Village Circle Westbound at Junction with Europa Way","","","",""
"N25151D","A5081 Village Circle Westbound at Junction with Europa Way","","","",""
"N25151E","A5081 Village Circle Westbound at Junction with Europa Way","","","",""
"N25151F","Europa Way Northbound at Entry to Village Circle","","","",""
"N25161V","A5081 Village Circle Southbound at Junction with Wharfside Way","","","",""
"N25161W","A5081 Village Circle Eastbound at Junction with Warren Bruce Rd/Wharfside Way","","","",""
"N25161X","Warren Bruce Rd Southbound at junction with Village Circle/Wharfside Way","","","",""
"N25162A","A5081 Village Circle Southbound at Junction with Wharfside Way","","","",""
"N25162B","A5081 Village Circle Southbound at Junction with Wharfside Way","","","",""
"N25162Y","A5081 Wharfside Way Westbound at Junction with Village Circle","","","",""
"N25162Z","A5081 Village Circle Southbound at Junction with Wharfside Way","","","",""
"N25181G","Eight Street Eastbound at Junction with Europa Way","","","",""
"N25181H","Europa Way Northbound at Junction with Eight Street","","","",""
"N25181J","Europa Way Southbound at Junction with Eight Street","","","",""
"N25181K","Europa Way Westbound at Junction with Eight Street","","","",""
"N25191A","Trafford Wharf Rd Eastbound at Junction with Water's Reach","","","",""
"N25191B","Trafford Wharf Rd Westbound at Junction with Water's Reach","","","",""
"N25191Y","Water's Reach Northbound at Junction with Trafford Wharf Rd","","","",""
"N25211A","A5063 Trafford Road Southbound at Junction with Broadway","53.4776479608054","-2.28293422266137","53.4770280317127","-2.28307418109709"
"N25211C","A5063 Trafford Road Northbound at Junction with Broadway","53.4746383168255","-2.28278412062306","53.4767380646729","-2.28315415991113"
"N25211D","A5063 Broadway Eastbound at Junction with Trafford Road","53.4762880965697","-2.28463396404038","53.476858047015","-2.2834041346437"
"N25211E","A5063 Broadway Northbound at Junction with Trafford Road","53.4763180926167","-2.28466396163046","53.4769280377911","-2.28347412902081"
"N25221G","A5063 Trafford Road Northbound at Pedestrian Crossing (Phoebe Street)","53.4714586933938","-2.28259401663209","53.4742183681927","-2.2826441207"
"N25222F","A5063 Trafford Road Southbound at Pedestrian Crossing (Phoebe Street)","","","",""
"N25311J","A5081 Village Way Eastbound at Junction with Fifth Avenue","","","",""
"N25311K","A5081 Village Way Westbound at Junction with Fifth Avenue","","","",""
"N25311L","Fifith Avenue Northbound at Junction with Village Way","","","",""
"N25321A","A5801 Village Way Eastbound at Junction with Mosley Rd/Mosley Rd","","","",""
"N25321B","Mosley Rd Southbound at Junction with Village Way/Mosley Rd","","","",""
"N25321D","A5801 Village Way Westbound at Junction with Mosley Rd/Mosley Rd","","","",""
"N25321E","A581 Mosley Rd Northbound at Junction with Village Way/Mosley Rd","","","",""
"N25371A","A5181 Barton Rd Southbound at the Junction with Kingsway/Urmston Ln","53.4466611645861","-2.31392926316963","53.4458412632483","-2.31376924981306"
"N25371B","A5145 Kingsway Westbound at Junction with Barton Rd/Urmston Ln","53.4456912923523","-2.31295934117018","53.4456412886005","-2.31363925748567"
"N25371C","A5181 Barton Rd Northbound at the Junction with Kingsway/Urmston Ln","53.4435515420799","-2.31308924052944","53.4455112999178","-2.31391921868043"
"N25371E","B5213 Urmston Ln Eastbound at Junction with Barton Rd/Kingsway","53.4455112823595","-2.31515906970165","53.445701275458","-2.31406920820744"
"N25381F","Stretford Arndale Access Rd Eastbound at Junction Kingsway","53.4453813320518","-2.312729356486","53.4456013071809","-2.3126593736373"
"N25381G","Stretford Arndale Access Rd Westbound at Junction Kingsway","53.4453813313437","-2.31277935047885","53.4456013063311","-2.31271936642869"
"N25381H","A5145 Kingsway Southbound at Junction with Stretford Arndale Access Rd","53.4457712801155","-2.31315932031998","53.4458112799449","-2.31283936035544"
"N25381J","A5145 Kingsway Eastbound at Junction with Stretford Arndale Access Rd","53.4457912737992","-2.31343928747421","53.4458612743504","-2.312819364745"
"N25381K","A5145 Kingsway Westbound at Junction with Stretford Arndale Access Rd","53.4463012653988","-2.30979974506528","53.445791291643","-2.31217943885577"
"N25411U","The Quays Northbound at Junction with Furness Quay","53.4713086915805","-2.28396384597374","53.4716686452811","-2.28424382667235"
"N25411V","The Quays Southbound at Junction with Furness Quay","53.4721285653658","-2.28606362624247","53.4719985985343","-2.28480377251715"
"N25411W","Furness Quay Westbound at Junction with The Quays","53.4721685945881","-2.28367391512722","53.4719186167406","-2.28418384385366"
"N25421Q","Waterfront Quay Westbound at Junction with St Peter's Quay/The Quays","53.4711887193167","-2.28300395658206","53.4711187207324","-2.28348389609402"
"N25421R","St Peters Quay Northbound at Junction with Waterfront Quay/The Quays","53.4706887685895","-2.28367385610917","53.4709087418728","-2.28373385766975"
"N25421S","Waterfront Quay Eastbound at Junction with St Peter's Quay/The Quays","53.4708987299891","-2.28465374668607","53.4710387192074","-2.28425380034892"
