"SCN","Description","Start Lat","Start Long","End Lat","End Long"
"N51242G","A575 Bradshaw Gate SEbound at Junction with Lower Bridgeman St","53.5748145349779","-2.42412109153772","53.5743146000003","-2.42368112472707"
"N51242H","A6058 Lower Bridgeman Pl at junction with Bradshawgate/Manchester Rd","53.5755145103137","-2.42002161367836","53.5742646078533","-2.42354113962038"
"N51242J","B6536 Manchester Rd NWBound at junction with Lower Bridgeman Pl","53.5734347115632","-2.42311115849517","53.5740946258859","-2.42368111598851"
"N53321M","A666 Blackburn Rd Southbound at Ped Crossing (Canning St)","53.5938821886009","-2.43140097129539","53.5916124624767","-2.4309209389776"
"N53331G","A666 Blackburn Rd Southbound at Junction with Ulleswater St/Astley St","53.5958619491294","-2.4318609945045","53.5942221474655","-2.43148097515866"
"N53331H","Ulleswater St Westbound at Junction with Blackburn Rd/Astley St","53.5940821792735","-2.43039110107807","53.5940121763977","-2.43118100300029"
"N53331J","A666 Blackburn Rd Northbound at Junction with Ulleswater St/Astley St","53.5916424578211","-2.43100093052021","53.5939021847","-2.43151095882131"
"N53331K","Astley St Eastbound at Junction with Blackburn Rd/Ulleswater St","53.5940421535965","-2.43255083893275","53.5940921585435","-2.43178093380341"
"N53341U","A666 Blackburn Rd Southbound at Ped Crossing (Newnham St)","53.5995015071328","-2.43283102218082","53.5988715812714","-2.43283099713599"
"N53341V","A666 Blackburn Rd Northbound at Ped Crossing (Newnham St)","53.5960819207083","-2.4320409815352","53.5988115873475","-2.43290098630589"
"N53342P","A666 Blackburn Rd Southbound at Junction with ASDA Access","53.6007313636513","-2.43274108193885","53.5998014719693","-2.43282103531371"
"N53342R","A666 Blackburn Rd Northbound at Junction with ASDA Access","53.5988715802868","-2.43290098869105","53.5995415004563","-2.43297100688084"
"N53342S","ASDA Access Eastbound at Junction with Blackburn Rd","53.5997614687996","-2.43338096616246","53.5997614737226","-2.43303100838813"
"N53351A","A675 Lawson St Eastbound at Junction with Blackburn Rd","53.6044408928689","-2.43517093625557","53.6023311745164","-2.43280113831496"
"N53351B","A666 Blackburn Rd Southbound at Junction with Lawson St","53.6039109982839","-2.43211128439354","53.6025211556734","-2.43255117603275"
"N53351D","A666 Blackburn Rd Northbound at Junction with Lawson St","53.6010813200715","-2.43291107534393","53.6020812046403","-2.43275113440728"
"N53361A","A666 Blackburn Rd Southbound at Junction with Waters Meeting Rd North","53.5988115883322","-2.43283099475082","53.596221905218","-2.43197099554441"
"N53361B","Waters Meeting Road North Westbound at Junction with Blackburn Road","53.5962219218173","-2.43079113789218","53.596051929584","-2.43166102618346"
"N53361C","Waters Meeting Road North Southbound at Junction with Blackburn Road","53.5962219218173","-2.43079113789218","53.5959919367853","-2.43165102500481"
"N53361D","A666 Blackburn Rd Eastbound at Junction with Waters Meeting Rd North","53.5942221463402","-2.43156096550842","53.5958819455099","-2.4319509844425"
"N53361E","A666 Blackburn Rd Northbound at Junction with Waters Meeting Rd North","53.5942221459182","-2.43159096188958","53.5958819448065","-2.43200097841085"
"N53371E","A666 Blackburn Rd Southbound at Junction with Moss Bank Way/Crompton Way","53.6021711962996","-2.43259115728999","53.6011213183182","-2.43270110227044"
"N53371G","A58 Crompton Way Westbound at Junction with Blackburn Road/Moss Bank Way","53.6010413560087","-2.43069134159161","53.6008813481091","-2.43259110599967"
"N53371J","A666 Blackburn Rd Northbound at Junction with Moss Bank Way/Crompton Way","53.599831466329","-2.43297101840964","53.6007413599425","-2.43292106061989"
"N53371L","A58 Moss Bank Way Eastbound at Junction with Blackburn Road/Crompton Way","53.6009313027015","-2.43540076896521","53.6009313343478","-2.43315104042474"
"N53371M","A666 Blackburn Rd Westbound at Junction with Moss Bank Way/Crompton Way","53.6017912393308","-2.43271112770277","53.6011313158754","-2.43279109180966"
"N54111A","B5236 Wigan Rd Northbound at Junction with The Fairways/Cricketers Way","53.5461364560713","-2.52780745616159","53.5474163162153","-2.527037599357"
"N54111B","B5236 Wigan Rd Southbound at Junction with The Fairways/Cricketers Way","53.5485661950063","-2.52602776637465","53.5477762795816","-2.52662766294984"
"N54111C","A58 Cricketers Way Westbound at Junction with Wigan Rd/The Fairways","","","",""
"N54111D","The Fairways Eastbound at Junction with Wigan Rd/Cricketers Way","53.5477362682322","-2.52777752275105","53.5476662863811","-2.52706760558118"
"N54111S","A58 Cricketers Way Southbound at Junction with Wigan Rd/The Fairways","","","",""
"N54121E","A58 Cricketers Way Westbound at Junction with Mill St","53.5465665366139","-2.51841860493151","53.5466764839996","-2.52125826694124"
"N54121F","A58 Cricketers Way Eastbound at Junction with Mill St","53.5469564247977","-2.52313805135511","53.5467964626175","-2.52177820898703"
"N54121H","B5235 Mill Street Southbound at Junction with Cricketers Way","53.5477863647109","-2.52044840828768","53.5468664602475","-2.52135826236906"
"N54131B","A58 Cricketers Way Eastbound at Junction with Leigh Rd","53.5467364819684","-2.52089831269711","53.5466565289584","-2.51820863378851"
"N54131C","B5235 Leigh Rd Northbound at Junction with Cricketers Way","53.5454166835173","-2.5175886596824","53.546436556939","-2.51805864320404"
"N54131D","A58 Cricketers Way Eastbound at Junction with Leigh Rd","53.5466565170838","-2.51905853133338","53.5466365313116","-2.51820863300081"
"N54131G","A58 Cricketers Way Westbound at Junction with Leigh Rd","53.5466465619905","-2.51592890821363","53.5465665455552","-2.51777868207386"
"N54141H","A58 Cricketers Way Westbound at Junction with Pavilion Sq/Sainsbury's","53.5467164728683","-2.52171821306926","53.5468964308797","-2.52320804055513"
"N54141J","Sainsbury's Northbound at Junction with Cricketers Way/Pavilion Sq","53.5466164555851","-2.52379795841397","53.5468664274269","-2.52370797910476"
"N54141K","Pavilion Sq Southbound at Junction with Cricketers Way/Sainsbury's","53.5474263669834","-2.52331804816285","53.5471763952813","-2.52339802867672"
"N54141L","A58 Cricketers Way Eastbound at Junction with Pavilion Sq/Sainsbury's","53.5476063001425","-2.52658766107975","53.5470863987486","-2.52390796365832"
"N60171G","A62 Oldham Rd NEbound at Junction with Mersey Rd North","53.5165053113378","-2.14843195695916","53.5172252420282","-2.14736211470814"
"N60171H","Mersey Rd North NWbound at Junction with Oldham Rd","53.5164753375244","-2.14685214576068","53.5171452765338","-2.14561232193747"
"N60171J","A62 Oldham Rd SWbound at Junction with Mersey Rd North","53.5173952273468","-2.14699216606941","53.5184151264951","-2.14566236720836"
"N60172F","A62 Oldham Rd SWbound at Ped Crossing (Norman St)","53.516445318966","-2.14839195934742","53.5172052456705","-2.14727212472431"
"N60211F","A62 Manchester Rd Eastbound at Junction with Drury Ln/Byron St","53.5236045914435","-2.1404232070892","53.5238245710291","-2.14004326168523"
"N60211G","A62 Manchester Rd NEbound at Junction with Drury Ln/Byron St","53.5226746822815","-2.14171301435354","53.5238745635717","-2.1401532504752"
"N60211H","Drury Ln Eastbound at Junction with Manchester Rd/Byron St","53.5245644652222","-2.14135313402286","53.5240245462218","-2.14013325894252"
"N60211I","A62 Manchester Rd NWbound at Junction with Drury Ln/Byron St","53.524164539232","-2.1394733439844","53.5239845560911","-2.13977330062636"
"N60211J","A62 Manchester Rd SWbound at Junction with Drury Ln/Byron St","53.5252944303348","-2.13780359052431","53.5239445623728","-2.13966331224047"
"N60211K","Byron St NWbound at Junction with Manchester Rd/Drury Ln","53.5232846438496","-2.13939331804301","53.5237645835371","-2.13966330496616"
"N60221L","A62 Manchester Rd Eastbound at Junction with Chamber St/Chapel Rd","53.5251244434341","-2.13828352591784","53.5255743991348","-2.13768361627629"
"N60221M","A62 Manchester Rd NEbound at Junction with Chamber St/Chapel Rd","53.5244245090919","-2.13944335810054","53.525644390043","-2.13774361188895"
"N60221N","Chapel Rd NWbound at Junction with Manchester Rd/Chamber St","53.524654522092","-2.13665370297599","53.5254744174953","-2.13722366756358"
"N60221O","Chamber St Westbound at Junction with Manchester Rd/Chapel Rd","53.5256144245751","-2.13558387048451","53.5257143931516","-2.1369537097415"
"N60221P","A62 Manchester Rd SWbound at Junction with Chamber St/Chapel Rd","53.5264243179951","-2.13637380820855","53.5259943608033","-2.13691372587192"
"N60231Q","A62 Manchester Rd NEbound at Junction with Stanley St/Ashfield St","53.5260143534279","-2.1372636845814","53.5265143038243","-2.13662378177609"
"N60231R","Stanley Street SEbound at Junction with Manchester Rd/Ashfield St","53.5270642258059","-2.13755369214587","53.5266842835485","-2.13664378624318"
"N60231S","A62 Manchester Rd Eastbound at Junction with Stanley St/Ashfield St","53.5262143345051","-2.13694373115715","53.5264643107081","-2.13655378817458"
"N60231T","A62 Manchester Rd SWbound at Junction with Ashfield St/Stanley St","53.5276441874663","-2.13547396579129","53.5266642939387","-2.1360838527939"
"N60231U","A62 Manchester Rd Westbound at Junction with Stanley St/Ashfield St","53.5268942681871","-2.13599387291846","53.5266842898645","-2.13620383916837"
"N60241A","Heron St NWbound at Junction with Manchester Rd/Spencer St","53.5285941090721","-2.13315428327481","53.5289640454666","-2.13455412983323"
"N60241B","A62 Manchester Rd SWbound at junction with Spencer St/Heron St","53.5304338816659","-2.1339242650675","53.5291340246163","-2.13461412949058"
"N60241C","A62 Manchester Rd Westbound at Junction with Spencer St/Heron St","53.5294939841532","-2.13448415968703","53.5291540209726","-2.13470411947322"
"N60241X","A62 Manchester Rd NEbound at Junction with Spencer St/Heron St","53.5278741587","-2.13559396065666","53.5289140448853","-2.13500407368073"
"N60241Y","A62 Manchester Rd Eastbound at Junction with Spencer St/Heron St","53.5285140890467","-2.13520403344779","53.5289040473532","-2.13491408410246"
"N60241Z","Spencer St Eastbound at Junction with Manchester Rd/Heron St","53.5295139532333","-2.13647392111455","53.5291140200769","-2.13509407094227"
"N60242V","A62 Manchester Rd NEbound at Ped Crossing (Old Ln)","53.5267842769581","-2.13628383358856","53.527694178429","-2.13569394134986"
"N60243W","A62 Manchester Rd SWbound at Ped Crossing (Old Ln)","53.5288340573067","-2.13479409570655","53.5278641627469","-2.1353939843098"
"N60251F","A62 Manchester Rd NEbound at Junction with Cambridge St/Netherfield Cl","53.5312637880924","-2.13364433232067","53.5318437249196","-2.13329439788503"
"N60251G","A62 Manchester Rd Eastbound at Junction with Cambridge St/Netherfield Cl","53.531523760536","-2.13343436809953","53.5318237285635","-2.13320440790281"
"N60251H","Cambridge St SEbound at Junction with Manchester Rd/Netherfield Cl","53.5322336616888","-2.13450426809894","53.53203370143","-2.13337439594677"
"N60251I","A62 Manchester Rd SWbound at Junction with Cambridge St/Netherfield Cl","53.5328736165879","-2.13240454661738","53.5320037119933","-2.13288445367928"
"N60251J","A62 Manchester Rd Westbound at Junction with Cambridge St/Netherfield Cl","53.5323336750574","-2.13275448266735","53.5320537048218","-2.13297444487505"
"N60252D","A62 Manchester Rd NEbound at Ped Crossing (Grange Ave)","53.5292340098433","-2.1348241082735","53.5309738200378","-2.13379430254659"
"N60253E","A62 Manchester Rd SWbound at Ped Crossing (Grange Ave)","53.5318037333561","-2.13303442754436","53.5311138081708","-2.13347434670378"
"N60261K","A62 Manchester Rd NEbound at Ped Crossing (Werneth Park)","53.53212369415","-2.13314442725596","53.5329636027027","-2.13263452258927"
"N60262L","A62 Manchester Rd SWbound at Ped Crossing (Werneth Park)","53.5345634313689","-2.13146472807666","53.5331435862762","-2.13230456957048"
"N60271M","A62 Manchester Rd NEbound at Junction with Edward St/Frederick St/Manchester St","53.5331835782702","-2.1325345435195","53.534793402601","-2.13158472294637"
"N60271N","A62 Manchester Rd Eastbound at Junction with Edward St/Frederick St/Manchester St","53.5341834700197","-2.1318846621738","53.5347534088841","-2.13147473456144"
"N60271O","B6190 Edward St SEbound at Junction with Manchester Rd/Frederick St/Manchester St","53.5359132647302","-2.13201471653294","53.5354333277773","-2.13155475245191"
"N60271P","A62 Manchester St Westbound at Junction with Manchester Rd/Edward St/Frederick St","53.5356133168084","-2.13084484515365","53.5352633537984","-2.13113479610178"
"N60271Q","A62 Manchester St SWbound at Junction with Manchester Rd/Edward St/Frederick St","53.5366132232082","-2.12917508653817","53.5351433683395","-2.13110479485521"
"N60271R","B6192 Frederick St NWbound at Junction with Manchester Rd/Edward St/Manchester St","53.5341534982485","-2.13016486788128","53.5347734125641","-2.13105478589877"
"N60281S","A62 Manchester Street NEbound at Ped Crossing (Windsor Rd)","53.5355433204437","-2.13116480382276","53.5366832128227","-2.12932507132491"
"N60282T","A62 Manchester Street SWbound at Ped Crossing (Windsor Rd)","53.5380531027265","-2.12577555388462","53.5367132150405","-2.12892512066287"
"N60291U","A62 Manchester St NEbound at Junction with Tattershall St/Tetlow St","53.5373331560706","-2.127955262459","53.5382230805817","-2.12592554272058"
"N60291V","A62 Manchester St SEbound at Junction with Tattershall St/Tetlow St","53.5379531065833","-2.12632548366471","53.5381530896748","-2.12586554710523"
"N60291W","Tattershall St SEbound at Junction with Manchester St/Tetlow St","53.538303049338","-2.12744536308424","53.5383730640931","-2.12584555841861"
"N60291X","A62 Manchester St SWbound at Junction with Tattershall St/Tetlow St","53.5387230465015","-2.12420576990268","53.5381830920378","-2.12545559764768"
"N60291Y","A62 Manchester St NWbound at Junction with Tattershall St/Tetlow St","53.5384330691068","-2.12500566191028","53.5382630824873","-2.1254655996836"
"N60291Z","Tetlow St NWbound at Junction with Manchester St/Tattershall St","53.5374331708888","-2.12610548908109","53.5380231099896","-2.12551558395097"
"N60311G","A6104 Hollins Rd Westbound at Junction with Oldham Rd/Manchester Rd","53.5184751234568","-2.14538240330574","53.5185651323836","-2.14402257050149"
"N60311H","A62 Manchester Rd SWbound at Junction with Hollins Rd/Oldham Rd","53.5187050981355","-2.14526242702598","53.5192150492167","-2.14449254022838"
"N60311L","A62 Oldham Rd NEbound at Junction with Hollins Rd/Manchester Rd","53.5178351812069","-2.14660223073844","53.5185651085718","-2.14568237086046"
"N60321M","A62 Manchester Rd NEbound at Junction with Hollinwood Ave/M60 Slip Rd Off","53.5188250830222","-2.14533242345346","53.5194050260163","-2.14455254068604"
"N60321N","A62 Manchester Rd NWbound at Junction with Hollinwood Ave","53.5188550786342","-2.145392417449","53.5194650163797","-2.14473252146107"
"N60321P","M60 Slip Rd Off NWbound at Junction with Manchester Rd/Hollinwood Ave","53.518625128772","-2.14378260178844","53.5193350696818","-2.14208283491859"
"N60321Q","A62 Manchester Rd NWbound at Junction with Hollinwood Ave/M60 Slip Rd Off","53.5196550052293","-2.14395262294425","53.5201249580017","-2.14339270927898"
"N60321R","A62 Manchester Rd SWbound at Junction with Hollinwood Ave/M60 Slip Rd Off","53.5196150112235","-2.14386263215277","53.5201249597233","-2.1432727237113"
"N60321S","A6104 Hollinwood Ave SWbound at Junction with Manchester Rd/M60 Slip Off","53.5196849697138","-2.14618235595613","53.5205448929824","-2.1444825951491"
"N60321T","A6104 Hollinwood Ave NEbound at Junction with Manchester Rd/M60 Slip Rd Off","53.5197749595621","-2.14615236319881","53.5205548930977","-2.14439260637742"
"N60331U","A62 Manchester Road NEbound at Junction with M60 Slip Rd On/Off","53.5198549804228","-2.14404262019819","53.5202949354313","-2.14357269449727"
"N60331V","A62 Manchester Road SEbound at Junction with M60 Slip Rd On/Off","53.5198049875927","-2.14395262900285","53.5202449434621","-2.14342271051809"
"N60331W","M60 Slip Rd OFF NEbound at Junction with Manchester Rd/M60 Slip Rd ON","53.5205348795265","-2.14550247206839","53.5210448466742","-2.14361271998189"
"N60331X","A62 Manchester Rd SWbound at Junction with M60 Slip Rd ON/OFF","53.5204149286387","-2.14306276068225","53.5221447395762","-2.14206295084366"
"N60331Y","M60 Slip Rd OFF SWbound at Junction with Manchester Rd/M60 Slip Rd ON","53.5203948959874","-2.14550246641407","53.5210248484519","-2.14365271436312"
"N60341A","A62 Manchester Rd NEbound at Junction with Clowes St","53.5206848947407","-2.14321275354832","53.5221347384563","-2.14222293119572"
"N60341C","Clowes St Eastbound at Junction with Manchester Rd","53.5223546943682","-2.14349278733424","53.5223547118717","-2.14227293407033"
"N60341D","A62 Manchester Rd SWbound at Junction with Clowes St","53.5236245939709","-2.14008324879184","53.5223947146295","-2.14175299822948"
"N62111R","A627 King St Southbound at Junction with Union St","53.5403629522555","-2.11734666167864","53.5396230506266","-2.11655672674325"
"N62111S","Union St Westbound at Junction with King St","53.539713058447","-2.11527688438808","53.5395030693375","-2.11623676038072"
"N62111T","A627 King St Northbound at Junction with Union St","53.5384131969303","-2.11627671140584","53.5393230863336","-2.11652671819763"
"N62121E","A627 King St Southbound at Junction with Manchester St/King St","53.5417427793473","-2.11808662855825","53.5412728336071","-2.11815660109309"
"N62121F","Manchester St Westbound at Junction with St Domin St/King St","53.5409328842248","-2.11741667635127","53.5411228539765","-2.11796661787578"
"N62121G","A627 King St Northbound at Junction with Manchester St/St Domin St","53.5405829216423","-2.11767663088852","53.5409528725287","-2.11806659895645"
"N62121H","A627 Manchester St Eastbound at Junction with St Domin St/King St","53.54061288994","-2.1196363962863","53.5410928514664","-2.11838656612745"
"N62131A","A669 Middleton Rd Eastbound at Junction with Rochdale Rd/St Domin St","53.5419827136092","-2.12069632424878","53.5418527529","-2.11902651991567"
"N62131B","A627 Rochdale Rd Southbound at Junction with Middleton Rd/King St","53.5431626010159","-2.11887659104096","53.5420627353941","-2.11852658858358"
"N62131C","A627 St Domin St Northbound at Junction with Middleton Rd/Rochdale Rd","53.5413228255714","-2.11830658507136","53.5417327711793","-2.11873654994622"
"N62132D","A627 St Domin St Westbound at Junction with Middleton Rd","53.5412628321954","-2.1183365790309","53.5417027729819","-2.11885653429255"
"N62151M","A627 King St Southbound at Junction with Barn St","53.5410128664798","-2.11799660980951","53.5405829233675","-2.11755664532626"
"N62151N","Barn St Westbound at Junction with King St","53.5406729336309","-2.11610682342859","53.5404829392952","-2.11726667616575"
"N62151P","A627 King St Northbound at Junction with Barn St","53.5395930522852","-2.1166867098873","53.5403229559526","-2.11741665163603"
"N62171J","A627 Manchester St SWbound at Junction with St John St/Manchester St","53.5409528662036","-2.11850654601743","53.5405728957933","-2.11955640429112"
"N62171K","A627 John St NWbound at Junction with Manchester St/Manchester St","53.539972968214","-2.11942639562602","53.5403929133655","-2.1198063669205"
"N62171L","B6477 Manchester St NEbound at Junction with St John St/Manchester St","53.5401329236723","-2.12121618674436","53.540492897726","-2.12007633848628"
"N62231C","B6477 Yorkshire St Westbound at Junction with Prince Street","","","",""
"N62231D","Prince St Northbound at Junction with Yorkshire Street","53.5418929599023","-2.10430829257618","53.5420629370349","-2.10450827540856"
"N62231E","B6477 Yorkshire St Eastbound at Junction with Prince Street","53.5421728907197","-2.10682800074388","53.5421529205527","-2.10491822973064"
"N62232A","B6477 Yorkshire St Westbound at Ped Crossing (Mumps)","","","",""
"N62232B","B6477 Yorkshire St Eastbound at Ped Crossing (Mumps)","","","",""
"N62241S","A62 Mumps Roundabout Westbound at Junction with Oldham Way","","","",""
"N62241T","A62 Oldham Way NEbound at Junction with A62 Mumps Roundabout","","","",""
"N62242W","A62 Mumps Roundabout Northbound at Junction with Yorkshire St","","","",""
"N62242X","B6477 Yorkshire St Eastbound at Junction A62 Mumps Roundabout","","","",""
"N62243P","A62 Bottom o' th ' Moor Westbound at Junction with A62 Mumps Roundabout","","","",""
"N62244Q","A62 Mumps Roundabout Southbound at Junction with Lees Rd","","","",""
"N62244R","A669 Lees Rd Westbound at Junction with A62 Mumps Roundabout","","","",""
"N62321M","A62 Huddersfield Rd SWbound at Junction with Soho Street","53.5465026091663","-2.09102007863919","53.5447027503983","-2.09590941721685"
"N62321P","A62 Huddersfield Rd NEbound at Junction with Soho Street","53.5443827697403","-2.09717925142934","53.544702744063","-2.09634936427815"
"N62331J","B6194 Cross St Southbound at Junction with Lees Rd/Glodwick Rd","53.5438328312449","-2.09739920263975","53.5429529384629","-2.0971391982096"
"N62331K","A669 Lees Rd Westbound at Junction with Cross St/Glodwick Rd","53.5421030708052","-2.09488943440962","53.5426829746738","-2.09682922454907"
"N62331L","B6194 Glodwick Rd Northbound at Junction with Lees Rd/Cross St","53.541483113615","-2.09697915780817","53.5426029809132","-2.09704919483451"
"N62331M","A669 Lees Rd Eastbound at Junction with Cross St/Glodwick Rd","53.5426129315126","-2.1003987921998","53.5428829422307","-2.09744915807268"
"N62341A","B6194 Shaw Rd Southbound at Junction with Huddersfield Rd/Cross St/Bottom o' th ' Moor","53.5454926251108","-2.09815917856679","53.5444327611255","-2.09736923059867"
"N62341B","A62 Huddersfield Rd Westbound at Junction with Cross St/Bottom o' th ' Moor/Shaw Rd","53.5445627629727","-2.09617937904955","53.5441427958012","-2.0973292236422"
"N62341C","B6194 Cross St Northbound at Junction with Bottom o' th ' Moor/Shaw Rd/Huddersfield Rd","53.543052923969","-2.09732917940853","53.5438928220302","-2.09754918702762"
"N62341D","A62 Bottom o' th ' Moor Eastbound at Junction with Shaw Rd/Huddersfield Rd/Cross St","53.5434728352833","-2.10005886799776","53.5441527882907","-2.09776917110969"
"N62351M","A62 Huddersfield Rd NEbound at Junction with Ripponden Rd","53.5476025197246","-2.08825045659455","53.547362538437","-2.08891036743605"
"N62351N","A62 Huddersfield Rd SWbound at Junction with Ripponden Rd","53.5480724977419","-2.08594075362445","53.5473225418439","-2.08900035498276"
"N62351P","A672 Ripponden Rd SWbound at Junction with Huddersfield Rd","53.5493723160623","-2.08794056579095","53.5474925185408","-2.0892303342137"
"N62351R","A62 Huddersfield Rd NEbound at Junction with Ripponden Rd","53.5467425845466","-2.09077011846439","53.5471725498299","-2.08967026827708"
"N62361A","A62 NEbound at Junction with Tesco Access","53.5447627407515","-2.09608939799538","53.5466125946474","-2.09113006987092"
"N62361B","A62 SWbound at Junction with Tesco Access","53.5470925612536","-2.08953028187276","53.5466325983454","-2.09071012121663"
"N62361C","Tesco Access NWbound at Junction with Huddersfield Rd","53.5460726680826","-2.09044013096216","53.5464226211659","-2.09084009704783"
"N62511I","Westhulme Way SWbound at Junction with Chadderton Way","53.5531312573247","-2.13079556051173","53.552691303178","-2.13120549334215"
"N62511P","A627 Chadderton Way SEbound at Junction with Westhulme Way","53.5534212036863","-2.132155408572","53.552821284443","-2.13144546972244"
"N62511S","A627 Chadderton Way NWbound at Junction with Westhulme Way","53.5516514256223","-2.13119545242023","53.5526013081598","-2.13159544275774"
"N62521L","A672 Chadderton Way SEbound at Ped Crossing (Westhulme Way)","53.5561707921146","-2.13829478091096","53.5538711351116","-2.13324529560704"
"N62521Q","A672 Chadderton Way NWbound at Ped Crossing (Westhulme Way)","53.552791271453","-2.1325953300969","53.5534512061911","-2.13173546033781"
"N62521R","A672 Chadderton Way NEbound at Junction with Westhulme Way","53.5527612897752","-2.1315654528493","53.5534212015318","-2.13230539051819"
"N62531O","Westhulme Way Southbound at Junction with Link to Chadderton Way","53.5536711829051","-2.13155549091402","53.5533512301605","-2.1308855585915"
"N62531X","Westhulme Way Southbound at Junction with Link to Chadderton Way","53.5534412355222","-2.12977569583451","53.5532912408075","-2.13063558625037"
"N62541A","Burnley Ln NEbound at Junction with Chadderton Way","53.5512914560352","-2.1320253379465","53.5514114542764","-2.1311654463099"
"N62541T","A627 Chadderton Way SEbound at Junction with Burnley Ln","53.5525413208176","-2.1312054872662","53.5515514426967","-2.13082549290036"
"N62541U","A627 Chadderton Way NWbound at Junction with Burnley Ln","53.5501516274417","-2.1294256046836","53.5513714617094","-2.1309754675567"
"N62541V","A627 Chadderton Way SWbound at Junction with Burnley Ln","53.5520113854422","-2.13104548505495","53.5515714381902","-2.13097547565754"
"N62551C","A663 Broadway RB SEbound at Junction with Chadderton Way","53.5571606646343","-2.13906472831481","53.5566207370405","-2.13844478107813"
"N62551J","A663 Broadway SWbound at Junction with Broadway RB","53.5566007696894","-2.13633503424996","53.5566407359807","-2.13835479272144"
"N62552K","A663 Broadway RB SWbound at Junction with Broadway","53.5564907518979","-2.13847477220264","53.556160784389","-2.13891470587671"
"N62552M","A672 Chadderton Way NWbound at Junction with Broadway RB","53.5537711441426","-2.13343526868824","53.5561107928533","-2.13873472551864"
"N62553A","A6273 Off Slip Rd SEbound at Junction with Broadway RB","53.5583905018946","-2.1403246264505","53.5572606487107","-2.13935469745604"
"N62553B","A663 Broadway RB NEbound at Junction with A627M Off Slip Rd","53.556970660994","-2.14087450274594","53.5571506594933","-2.13950467494573"
"N62561E","A663 Broadway Eastbound at Junction with Retail Park Entrance","53.5571506668153","-2.13899473633597","53.5567007573549","-2.13637503348529"
"N62561H","A663 Broadway Westbound at Junction with Retail Park Entrance","53.5568507793515","-2.13361537178165","53.5566307698949","-2.13607506676119"
"N62561I","Retail Park Entrance Southbound at Junction with Broadway","53.5572406978712","-2.13609508906048","53.5568107471472","-2.13618506081086"
"N62561Z","A663 Broadway Northbound at Junction with Retail Park Entrance","53.5566907701626","-2.13556513057999","53.5566307690333","-2.136135059539"
"N70111P","A627 CavEND  GOish St Northbound at Ped Crossing (Newman St)","53.4880493541644","-2.09990664075435","53.4886092821521","-2.10033661173348"
"N70151G","A6140 Wellington Rd NEbound at Junction with Oldham Rd","53.490289073594","-2.10110658715121","53.4905390676537","-2.09947679312726"
"N70151T","A6140 Wellington Rd Eastbound at Junction with Oldham Rd","53.490289073594","-2.10110658715121","53.4904990736504","-2.09938680232398"
"N70151U","A627 Oldham Rd Southbound at the Junction with Wellington Rd","53.4916789330714","-2.099516834432","53.490629062397","-2.09910684122768"
"N70151V","A6140 Wellington Rd Westbound at Junction with Oldham Rd","53.4905790943147","-2.09729705669833","53.4904890854715","-2.09864689083945"
"N70161C","A627 Oldham Rd Southbound at Junction with Katherine St","53.4890892493207","-2.0986968282047","53.4885493168249","-2.09841684000802"
"N70161D","Katherine St Westbound at Junction with Oldham Rd","53.4886293246853","-2.09721698743105","53.4883793406923","-2.09814686557437"
"N70161E","Katherine St Eastbound at Junction with Oldham Rd","53.4880593565852","-2.09965667119764","53.4883493391836","-2.09849682230652"
"N70171F","A627 Oldham Rd Southbound at Junction with Old St","53.4882793517278","-2.09819685552203","53.4872894787459","-2.09745690439501"
"N70171G","Old Street Eastbound at Junction with Oldham Rd","53.4866095418457","-2.09862673631676","53.4871594925883","-2.09755688712198"
"N70172H","A627 Oldham Rd SWbound at Ped Crossing (Stamford St Central)","53.4870995035257","-2.09728691713625","53.4863895868399","-2.0972968872193"
"N70181I","Old St Westbound at Junction with CavEND  GOish St","53.4870795028553","-2.09749689109552","53.4865395513687","-2.09853674429951"
"N70181J","A627 CavEND  GOish St Northbound at Junction with Old St","53.4857796450197","-2.09823674961012","53.4863595703692","-2.09868671899779"
"N70181K","Old St Eastbound at Junction with CavEND  GOish St","53.4861195827568","-2.09978657712768","53.4864495564814","-2.09891669500273"
"N70191L","A627 CavEND  GOish St Northbound at Junction with Katherine St","53.4865695443897","-2.09877671667654","53.4878393811511","-2.0997466514868"
"N70191M","Katherine St Eastbound at Junction with CavEND  GOish St","53.4876693825786","-2.10103648961241","53.4879293664002","-2.10003662028138"
"N70191N","Katherine St Westbound at Junction with CavEND  GOish St","53.488269349019","-2.09846682267562","53.4879893656766","-2.09959667557611"
"N70211C","A6140 Wellington Rd Eastbound at Junction with Turner Ln/Warrington St","53.4907090883856","-2.09664714006238","53.4908190954562","-2.09525731153692"
"N70211D","Turner Ln Southbound at Junction with Wellington Rd/Warrington St","53.491569012043","-2.09492738153634","53.4909090909206","-2.09483736564603"
"N70211E","A6140 Wellington Rd Westbound at Junction with Turner Ln/Warrington St","53.4902591827255","-2.09376746791682","53.4906491219151","-2.09480735873099"
"N70211F","Warrington St Northbound at Junction with Wellington Rd/Turner Ln","53.4902691592446","-2.09531728207477","53.4906391184857","-2.09512731987505"
"N70212G","A6140 Wellington Rd Eastbound at Junction with Ped Crossing (Tameside Town Hall)","53.4907091157256","-2.09474736836827","53.4902991791748","-2.09368747914804"
"N70271A","IKEA Access Rd Southbound at Junction with Wellington Rd","53.490978978101","-2.10210649489192","53.4903990517457","-2.10172651709874"
